STN--- WBAN   YEARMODA    TEMP       DEWP      SLP        STP       VISIB      WDSP     MXSPD   GUST    MAX     MIN   PRCP   SNDP   FRSHTT 
722930 93107  20010210    48.1 22    43.8 22  1017.1 22  9999.9  0    7.0 22    6.5 22   11.1  999.9    57.9    41.0  99.99  999.9  010000 
722930 93107  20010211    48.6 24    44.9 24  1017.5 24  9999.9  0    7.0 24    5.1 24   10.1  999.9    59.0*   41.0*  0.00I 999.9  000000 
722930 93107  20010212    50.5 23    46.9 23  1015.4 21  9999.9  0    6.7 23    6.8 23   13.0   18.1    59.0    42.1  99.99  999.9  010000 
722930 93107  20010213    52.4 23    48.0 23  1007.4 23  9999.9  0    7.1 23   10.2 23   15.9   22.0    59.0    46.0  99.99  999.9  110000 
722930 93107  20010214    47.7 23    44.1 23  1015.1 23  9999.9  0    6.7 23    6.1 22   13.0   16.9    59.0    41.0   1.07G 999.9  010100 
722930 93107  20010215    48.6 19    43.5 19  1020.0 19  9999.9  0    7.0 19    4.9 19   11.1  999.9    59.0*   41.0*  0.00G 999.9  000000 
722930 93107  20010216    52.3 23    43.7 23  1021.5 23  9999.9  0    7.0 23    4.7 23   12.0  999.9    64.4*   42.8*  0.00I 999.9  000000 
722930 93107  20010217    50.6 15    44.2 15  1021.1 15  9999.9  0    7.0 15    5.1 15    7.0  999.9    64.9    42.1   0.00I 999.9  000000 
722930 93107  20010218    53.8 12    46.9 12  1020.4 12  9999.9  0    6.8 12    5.2 12   11.1  999.9    62.6*   44.6*  0.00I 999.9  100000 
722930 93107  20010219    53.9 18    49.1 18  1020.1 18  9999.9  0    6.6 18    6.0 17   10.1  999.9    64.4*   46.4*  0.00I 999.9  000000 
722930 93107  20010220    56.9 24    51.9 24  1021.4 23  9999.9  0    7.8 24    4.8 23   12.0  999.9    64.4*   48.2* 99.99  999.9  110000 
722930 93107  20010221    53.4 23    47.3 23  1023.9 23  9999.9  0    7.0 23    6.1 23   14.0  999.9    66.2*   42.8*  0.00I 999.9  000000 
722930 93107  20010222    53.6 21    50.0 21  1018.9 21  9999.9  0    6.8 21    5.1 21   15.0  999.9    66.0    48.0   0.00I 999.9  100000 
722930 93107  20010223    50.6 21    45.9 21  1012.4 21  9999.9  0    6.6 21    7.1 20   12.0   19.0    57.2*   44.6* 99.99  999.9  010100 
722930 93107  20010224    47.7 24    44.4 24  1014.7 24  9999.9  0    7.0 24    6.3 24   11.1  999.9    55.4*   41.0* 99.99  999.9  010000 
722930 93107  20010225    52.9 22    50.5 22  1016.8 22  9999.9  0    6.9 22    6.1 22    8.9  999.9    55.9    41.0   0.16B 999.9  010000 
722930 93107  20010226    53.2 22    50.5 22  1014.0 22  9999.9  0    6.5 22    6.8 22   12.0   16.9    62.6*   50.0*  0.35B 999.9  010000 
722930 93107  20010227    54.5 19    49.9 19  1012.7 19  9999.9  0    7.3 19    6.3 19   11.1  999.9    62.1    50.0   0.14G 999.9  010010 
722930 93107  20010228    48.4 21    47.1 21  1014.8 21  9999.9  0    6.8 21    5.9 21    8.9  999.9    57.9    44.1   0.00G 999.9  010000 
722930 93107  20010301    50.5 21    47.8 21  1016.3 21  9999.9  0    9.3 21    5.4 21   13.0  999.9    60.8*   44.6* 99.99  999.9  010000 
722930 93107  20010302    52.6 11    48.4 11  1013.9 11  9999.9  0    7.0 11    6.1 11   13.0  999.9    59.0*   42.8*  0.00I 999.9  000000 
722930 93107  20010303    54.1 24    49.9 24  1013.7 24  9999.9  0    6.9 24    4.9 24   11.1  999.9    62.6*   48.2*  0.00H 999.9  010000 
722930 93107  20010304    54.2 22    49.3 22  1015.9 22  9999.9  0    7.0 22    4.9 21    8.9  999.9    62.1    48.0   0.00I 999.9  000000 
722930 93107  20010305    55.9 24    49.2 24  1015.4 24  9999.9  0    7.0 24    7.3 24   15.9   22.9    66.2*   48.2*  0.00I 999.9  000000 
722930 93107  20010306    57.6 17    52.2 17  1014.1 17  9999.9  0    6.5 17    8.1 17   15.9   22.9    66.9    48.9  99.99  999.9  110000 
722930 93107  20010307    55.1 24    51.9 23  1017.2 24  9999.9  0    7.6 24    4.4 24    8.0  999.9    62.1    51.1   0.08B 999.9  010000 
722930 93107  20010308    53.8 24    50.6 24  1021.1 24  9999.9  0    7.0 24    4.1 24    7.0  999.9    64.4*   44.6*  0.00I 999.9  000000 
722930 93107  20010309    56.0 24    52.8 24  1017.5 24  9999.9  0    6.5 24    4.4 24   13.0  999.9    64.0    45.0   0.00I 999.9  100000 
722930 93107  20010310    51.5 22    48.0 22  1012.6 22  9999.9  0    6.5 22    8.8 22   18.1   25.1    53.6*   48.2*  0.04A 999.9  110000 
722930 93107  20010311    52.0 23    49.0 23  1014.1 23  9999.9  0    7.0 23    4.4 23   10.1  999.9    59.0*   46.4*  0.07B 999.9  010000 
722930 93107  20010312    53.5 23    45.8 23  1015.9 23  9999.9  0    7.0 23    5.7 22   14.0  999.9    64.4*   44.6*  0.00A 999.9  000000 
722930 93107  20010313    52.6 23    46.1 23  1018.3 23  9999.9  0    7.0 23    4.7 22   10.1  999.9    66.2*   42.8*  0.00I 999.9  000000 
722930 93107  20010314    56.7 23    52.0 23  1018.6 23  9999.9  0    5.9 23    4.7 22    8.9  999.9    66.0    45.0   0.00I 999.9  100000 
722930 93107  20010315    56.7 23    52.9 23  1017.1 23  9999.9  0    5.8 23    4.3 22   13.0  999.9    64.4*   53.6*  0.00I 999.9  100000 
722930 93107  20010316    56.2 24    52.4 24  1012.9 24  9999.9  0    4.8 24    3.7 22    8.9  999.9    64.0    50.0   0.00I 999.9  100000 
722930 93107  20010317    57.0 24    52.9 24  1013.7 24  9999.9  0    6.3 24    3.9 24    8.9  999.9    66.2*   48.2*  0.00I 999.9  100000 
722930 93107  20010318    60.4 21    53.8 21  1016.7 21  9999.9  0    6.7 21    5.0 21    8.9  999.9    77.0*   48.2*  0.00I 999.9  100000 
722930 93107  20010319    64.1 23    52.5 22  1016.8 23  9999.9  0    7.1 23    4.3 23   11.1  999.9    82.4*   51.8*  0.00I 999.9  000000 
722930 93107  20010320    63.1 23    55.3 23  1014.9 23  9999.9  0    6.2 23    4.5 23   13.0  999.9    84.0    51.1   0.00I 999.9  100000 
722930 93107  20010321    58.3 24    55.8 24  1016.2 24  9999.9  0    2.7 24    2.4 24   10.1  999.9    79.0    51.1   0.00I 999.9  100000 
722930 93107  20010322    57.1 15    52.9 15  1017.9 15  9999.9  0    6.6 15    4.0 15    8.9  999.9    62.6*   53.6*  0.00I 999.9  100000 
722930 93107  20010323    58.0 22    53.1 22  1017.3 22  9999.9  0    7.0 22    4.8 22   13.0  999.9    62.6*   53.6*  0.00I 999.9  000000 
722930 93107  20010324    57.4 19    54.9 19  1016.0 19  9999.9  0    5.3 19    6.1 19   11.1  999.9    63.0    55.0   0.00I 999.9  100000 
722930 93107  20010325    58.0 22    55.2 22  1017.6 22  9999.9  0    4.3 22    4.3 22   12.0  999.9    66.2*   55.4*  0.00I 999.9  100000 
722930 93107  20010326    58.1 19    55.7 19  1015.7 19  9999.9  0    7.0 19    4.2 19    8.0  999.9    64.4*   53.6*  0.00I 999.9  000000 
722930 93107  20010327    57.0 24    54.1 24  1014.5 24  9999.9  0    5.8 24    3.7 24   10.1  999.9    68.0*   48.2*  0.00I 999.9  100000 
722930 93107  20010328    57.5 23    56.3 23  1015.0 23  9999.9  0    3.4 23    3.1 22    7.0  999.9    62.6*   53.6*  0.00I 999.9  100000 
722930 93107  20010329    57.4 23    55.6 23  1011.8 23  9999.9  0    5.0 23    2.3 23    7.0  999.9    64.0    54.0   0.00I 999.9  100000 
722930 93107  20010330    62.0 19    57.9 19  1011.7 19  9999.9  0    4.6 19    2.7 19    8.9  999.9    71.6*   57.2*  0.00I 999.9  100000 
722930 93107  20010331    62.1 17    59.0 17  1014.4 17  9999.9  0    3.4 17    3.6 16    8.0  999.9    71.1    59.0   0.00I 999.9  100000 
722930 93107  20010401    58.7 21    56.7 21  1012.6 21  9999.9  0    5.0 21    3.8 21    7.0  999.9    69.1    55.9   0.00I 999.9  100000 
722930 93107  20010402    57.3 19    55.1 19  1011.9 19  9999.9  0    6.3 19    5.0 19    8.9  999.9    62.6*   55.4*  0.02G 999.9  110000 
722930 93107  20010403    55.4 23    47.7 23  1014.0 23  9999.9  0    6.6 23    7.8 23   12.0   18.1    59.0*   51.8*  0.00G 999.9  100000 
722930 93107  20010404    54.2 22    45.2 22  1016.1 22  9999.9  0    7.0 22    5.9 20   11.1  999.9    61.0    51.1   0.00I 999.9  000000 
722930 93107  20010405    53.0 23    44.8 23  1015.5 23  9999.9  0    7.0 23    5.8 23   12.0   15.0    59.0*   46.4*  0.00H 999.9  010000 
722930 93107  20010406    54.7 17    47.8 17  1016.3 17  9999.9  0    7.0 17    6.1 17   13.0   15.9    60.8*   46.4*  0.00I 999.9  000000 
722930 93107  20010407    51.3 20    47.9 20  1017.3 20  9999.9  0    6.3 20    6.3 20   14.0   18.1    61.0    45.0  99.99  999.9  010000 
722930 93107  20010408    51.7 22    44.8 22  1018.5 22  9999.9  0    7.0 22    7.5 21   15.0   16.9    59.0*   42.8*  0.40G 999.9  000000 
722930 93107  20010409    48.3 23    41.9 23  1016.8 23  9999.9  0    7.1 23    6.3 23   15.0   18.1    59.0    41.0   0.00G 999.9  010000 
722930 93107  20010410    49.8 24    45.4 24  1014.3 24  9999.9  0    6.9 24    6.7 24   10.1   15.0    59.0*   42.8*  0.14C 999.9  010000 
722930 93107  20010411    52.1 19    47.4 19  1018.1 19  9999.9  0    7.0 19    5.7 19   10.1  999.9    59.0    43.0   0.00I 999.9  000000 
722930 93107  20010412    55.9 18    49.7 18  1019.1 18  9999.9  0    7.1 18    6.1 18   11.1  999.9    61.0    46.0  99.99  999.9  010000 
722930 93107  20010413    55.1 24    48.5 24  1018.7 24  9999.9  0    7.0 24    5.9 24   12.0  999.9    68.0*   44.6*  0.00I 999.9  000000 
722930 93107  20010414    56.4 21    51.2 21  1017.2 21  9999.9  0    6.5 21    4.3 21    8.9  999.9    68.0    44.1   0.00I 999.9  100000 
722930 93107  20010415    55.2 23    50.5 23  1017.7 23  9999.9  0    6.2 23    6.5 23   12.0  999.9    69.8*   44.6*  0.00I 999.9  100000 
722930 93107  20010416    59.3 20    53.2 20  1017.4 20  9999.9  0    6.5 20    5.6 20   10.1  999.9    69.8*   46.4*  0.00I 999.9  100000 
722930 93107  20010417    59.1 23    51.3 23  1017.1 23  9999.9  0    6.8 23    5.1 22   10.1  999.9    73.4*   46.4*  0.00I 999.9  000000 
722930 93107  20010418    57.3 21    51.1 21  1016.2 21  9999.9  0    7.0 21    4.5 21    8.9  999.9    75.0    45.0   0.00I 999.9  000000 
722930 93107  20010419    59.0 15    54.7 15  1015.8 15  9999.9  0    6.8 15    6.3 14   11.1  999.9    64.4*   55.4*  0.00I 999.9  100000 
722930 93107  20010420    56.5 22    50.1 22  1016.6 22  9999.9  0    7.0 22    7.9 21   13.0  999.9    62.6*   44.6*  0.00H 999.9  010000 
722930 93107  20010421    54.0 24    49.7 24  1014.8 24  9999.9  0    6.5 24    9.2 24   21.0   23.9    63.0    45.0  99.99  999.9  010000 
722930 93107  20010422    53.4 22    47.1 22  1020.9 22  9999.9  0    7.0 22    5.3 22    8.9  999.9    66.2*   42.8*  0.05G 999.9  000000 
722930 93107  20010423    62.3 22    50.7 22  1020.2 22  9999.9  0    7.0 22    5.6 20   12.0  999.9    78.8*   48.2*  0.00G 999.9  000000 
722930 93107  20010424    68.3 24    47.0 24  1015.1 24  9999.9  0    7.0 24    6.6 22   12.0  999.9    87.8*   53.6*  0.00I 999.9  000000 
722930 93107  20010425    67.2 24    51.4 24  1013.2 24  9999.9  0    7.0 24    4.0 23    8.9  999.9    88.0    51.1   0.00I 999.9  000000 
722930 93107  20010426    60.9 23    57.2 23  1014.7 23  9999.9  0    3.7 23    3.5 23    8.9  999.9    79.0    52.0   0.00I 999.9  100000 
722930 93107  20010427    60.5 18    55.6 18  1015.0 18  9999.9  0    5.1 18    4.3 18   11.1  999.9    73.0    55.0   0.00I 999.9  100000 
722930 93107  20010428    59.4 22    54.7 22  1014.5 22  9999.9  0    6.8 22    4.8 22   11.1  999.9    70.0    54.0   0.00I 999.9  100000 
722930 93107  20010429    60.9 18    53.4 18  1015.0 18  9999.9  0    7.0 18    5.1 18   10.1  999.9    69.8*   53.6*  0.00I 999.9  000000 
722930 93107  20010430    59.4 23    55.4 23  1017.3 23  9999.9  0    5.4 23    3.3 23    8.0  999.9    70.0    51.1   0.00I 999.9  100000 
722930 93107  20010501    61.0 24    57.6 24  1014.9 22  9999.9  0    3.4 24    3.7 24   10.1  999.9    69.8*   55.4*  0.00I 999.9  100000 
722930 93107  20010502    58.3 17    55.0 17  1009.9 17  9999.9  0    5.2 17    5.7 17   10.1  999.9    69.1    55.0   0.00H 999.9  110000 
722930 93107  20010503    62.4 23    55.6 23  1012.0 23  9999.9  0    6.9 23    4.4 23   11.1  999.9    71.6*   55.4*  0.00I 999.9  000000 
722930 93107  20010504    67.7 11    54.3 11  1017.0 11  9999.9  0    6.4 11    5.9 11   10.1  999.9    73.4*   57.2*  0.00I 999.9  100000 
722930 93107  20010505    62.5 18    48.2 18  1015.7 18  9999.9  0    6.8 18    4.3 18   11.1  999.9    75.2*   50.0*  0.00I 999.9  100000 
722930 93107  20010506    63.0 21    55.6 21  1014.0 21  9999.9  0    5.2 21    3.5 20    8.9  999.9    78.8*   53.6*  0.00I 999.9  100000 
722930 93107  20010507    63.2 21    57.5 21  1015.7 21  9999.9  0    4.8 21    3.0 20    8.9  999.9    80.1    53.1   0.00I 999.9  100000 
722930 93107  20010508    68.9 21    58.4 21  1014.6 21  9999.9  0    4.7 21    4.9 20   10.1  999.9    82.4*   57.2*  0.00I 999.9  100000 
722930 93107  20010509    68.7 18    59.9 18  1011.6 18  9999.9  0    4.9 18    4.4 18   11.1  999.9    80.6*   55.4*  0.00I 999.9  100000 
722930 93107  20010510    66.6 18    60.6 18  1011.9 18  9999.9  0    5.0 18    4.9 17    8.9  999.9    82.0    60.1   0.00I 999.9  100000 
722930 93107  20010511    63.7 19    60.9 19  1012.9 19  9999.9  0    5.4 19    2.2 19    6.0  999.9    73.9    60.1   0.00I 999.9  100000 
722930 93107  20010512    62.3 19    59.5 19  1013.7 19  9999.9  0    5.2 19    3.6 19    6.0  999.9    69.1    59.0   0.00I 999.9  100000 
722930 93107  20010513    63.0 12    57.2 12  1016.5 12  9999.9  0    5.6 12    5.6 12   10.1  999.9    69.8*   59.0* 99.99  999.9  110000 
722930 93107  20010514    62.5 17    57.0 17  1016.7 17  9999.9  0    6.8 17    5.9 17   11.1  999.9    69.1    57.9   0.00I 999.9  100000 
722930 93107  20010515    62.6 12    57.4 12  1016.8 12  9999.9  0    6.8 12    4.1 12    8.9  999.9    70.0    59.0   0.00I 999.9  100000 
722930 93107  20010516    65.2 13    58.4 13  1013.6 13  9999.9  0    3.8 13    3.9 13   11.1  999.9    75.2*   59.0*  0.00I 999.9  100000 
722930 93107  20010517    63.4 19    56.3 19  1011.8 19  9999.9  0    5.2 19    5.2 19   10.1  999.9    71.6*   55.4*  0.00I 999.9  100000 
722930 93107  20010518    64.6 20    56.6 20  1012.5 20  9999.9  0    6.2 20    4.9 20   10.1   15.9    71.6*   60.8*  0.00I 999.9  100000 
722930 93107  20010519    63.0 20    57.8 20  1013.7 20  9999.9  0    5.7 20    4.6 20    7.0  999.9    73.0    59.0  99.99  999.9  110000 
722930 93107  20010520    64.8 22    58.3 22  1013.7 22  9999.9  0    6.8 22    5.6 21   11.1  999.9    71.6*   57.2* 99.99  999.9  110000 
722930 93107  20010521    63.9 22    60.9 22  1012.5 22  9999.9  0    5.2 22    5.3 22   11.1  999.9    73.0    55.9   0.01A 999.9  110000 
722930 93107  20010522    65.8 24    60.9 24  1013.2 24  9999.9  0    6.0 24    4.5 24   11.1  999.9    75.2*   62.6*  0.00I 999.9  100000 
722930 93107  20010523    68.6 23    62.7 23  1011.6 22  9999.9  0    3.6 23    4.0 22   10.1  999.9    82.4*   62.6*  0.00I 999.9  100000 
722930 93107  20010524    65.8 21    61.0 21  1013.4 21  9999.9  0    4.6 21    5.6 21   10.1  999.9    84.0    60.1   0.00A 999.9  100000 
722930 93107  20010525    64.1 23    60.7 23  1014.6 23  9999.9  0    5.7 23    5.5 22    8.9  999.9    73.0    60.1  99.99  999.9  110000 
722930 93107  20010526    62.7 24    60.8 24  1014.5 24  9999.9  0    4.5 24    4.4 24    8.0  999.9    64.4*   60.8*  0.00H 999.9  110000 
722930 93107  20010527    62.3 19    59.4 19  1012.6 19  9999.9  0    5.1 19    3.5 19    7.0  999.9    66.2*   60.8* 99.99  999.9  110000 
722930 93107  20010528    62.1 17    58.0 17  1011.8 17  9999.9  0    5.5 17    4.7 16   10.1  999.9    66.2*   59.0*  0.03A 999.9  110000 
722930 93107  20010529    65.1 22    57.4 22  1012.4 22  9999.9  0    7.0 22    5.7 22    8.9  999.9    71.6*   60.8*  0.00I 999.9  000000 
722930 93107  20010530    64.9 24    59.3 24  1013.1 24  9999.9  0    6.2 24    4.1 23    8.0  999.9    73.4*   55.4*  0.00I 999.9  100000 
722930 93107  20010531    66.0 22    61.9 22  1012.7 22  9999.9  0    4.0 22    5.1 22   10.1  999.9    75.2*   60.8*  0.00I 999.9  100000 
722930 93107  20010601    64.1 23    60.7 23  1012.8 23  9999.9  0    4.7 23    4.2 20    8.9  999.9    75.0    61.0   0.00I 999.9  100000 
722930 93107  20010602    63.6 21    57.5 21  1012.8 21  9999.9  0    6.8 21    5.3 21    8.9  999.9    69.1*   60.8*  0.00I 999.9  000000 
722930 93107  20010603    63.5 22    57.9 21  1010.9 22  9999.9  0    9.0 22    5.5 21   11.1  999.9    68.0*   59.0* 99.99  999.9  110000 
722930 93107  20010604    64.3 20    53.0 20  1009.0 20  9999.9  0    9.4 20    7.2 20   12.0  999.9    69.8*   60.1*  0.00I 999.9  100000 
722930 93107  20010605    64.7 23    56.2 23  1011.9 23  9999.9  0    8.6 23    3.8 22    8.0  999.9    73.4*   59.0*  0.00I 999.9  000000 
722930 93107  20010606    67.0 22    58.2 22  1012.9 22  9999.9  0    6.5 22    3.3 22    8.9  999.9    75.2*   60.8*  0.00I 999.9  100000 
722930 93107  20010607    65.8 23    58.7 22  1012.5 23  9999.9  0    5.9 23    3.6 22    8.0  999.9    75.9    55.9   0.00I 999.9  100000 
722930 93107  20010608    66.5 21    60.4 21  1011.8 21  9999.9  0    4.7 21    4.1 21   10.1  999.9    78.8*   57.9*  0.00I 999.9  100000 
722930 93107  20010609    68.1 23    61.2 23  1012.5 23  9999.9  0    5.5 23    4.0 22    8.0  999.9    78.8*   62.1*  0.00I 999.9  100000 
722930 93107  20010610    67.4 24    61.4 24  1013.8 24  9999.9  0    5.5 24    3.9 24    8.0  999.9    79.0    62.1   0.00I 999.9  100000 
722930 93107  20010611    67.4 23    58.4 23  1014.0 23  9999.9  0    8.0 23    4.1 23    8.9   14.0    77.0    59.0   0.00I 999.9  000000 
722930 93107  20010612    65.5 21    57.3 21  1012.8 21  9999.9  0    7.1 21    7.2 21   11.1  999.9    72.0*   60.8* 99.99  999.9  110000 
722930 93107  20010613    68.9 24    58.1 24  1009.3 24  9999.9  0    7.7 24    6.4 24   10.1  999.9    73.4*   64.4*  0.00I 999.9  000000 
722930 93107  20010614    66.2 24    57.9 24  1010.9 24  9999.9  0   11.1 24    4.5 24    8.9  999.9    79.0*   51.8*  0.00I 999.9  000000 
722930 93107  20010615    69.0 24    61.8 24  1012.6 24  9999.9  0    5.1 24    4.3 23   10.1  999.9    80.6*   57.2*  0.00I 999.9  100000 
722930 93107  20010616    68.6 24    60.1 24  1014.0 24  9999.9  0    5.9 24    3.8 22    8.0  999.9    82.4*   55.4*  0.00I 999.9  100000 
722930 93107  20010618    67.9 20    60.4 20  1013.4 20  9999.9  0    6.8 20    4.9 19    8.0  999.9    84.2*   60.1*  0.00I 999.9  100000 
722930 93107  20010619    69.2 24    60.3 24  1012.1 24  9999.9  0    7.5 24    4.3 23    8.9  999.9    84.0*   55.4*  0.00I 999.9  100000 
722930 93107  20010620    71.6 18    62.1 18  1014.0 18  9999.9  0    6.0 18    4.7 17    8.0  999.9    84.9*   55.0*  0.00H 999.9  110000 
722930 93107  20010621    70.8 24    62.9 24  1015.1 24  9999.9  0    5.9 24    3.4 23    7.0  999.9    84.9    55.0   0.00I 999.9  100000 
722930 93107  20010622    73.4 22    63.3 22  1014.8 22  9999.9  0    7.3 22    4.6 22   10.1  999.9    84.9*   64.0*  0.00I 999.9  100000 
722930 93107  20010623    74.0 24    60.0 24  1014.3 24  9999.9  0    6.6 24    5.1 23    8.9  999.9    87.8*   60.8*  0.00I 999.9  100000 
722930 93107  20010624    70.3 24    61.8 24  1015.1 24  9999.9  0    8.6 24    4.3 23   10.1  999.9    87.1    59.0   0.00I 999.9  100000 
722930 93107  20010625    69.5 23    61.2 23  1014.1 23  9999.9  0   10.6 23    4.2 22    8.9  999.9    80.6*   60.1*  0.00I 999.9  100000 
722930 93107  20010626    70.3 23    60.4 23  1013.7 23  9999.9  0    7.0 23    4.8 23   10.1  999.9    81.0    59.0   0.00I 999.9  000000 
722930 93107  20010627    70.1 22    62.0 22  1017.3 22  9999.9  0   14.5 22    6.4 22   13.0   18.1    81.0    59.0   0.00I 999.9  100000 
722930 93107  20010628    71.6 23    60.6 23  1017.1 23  9999.9  0   28.7 23    6.9 23   12.0  999.9    88.0*   55.9*  0.00I 999.9  000000 
722930 93107  20010629    70.3 23    63.4 23  1014.6 23  9999.9  0   10.1 23    6.3 23   10.1  999.9    88.0    55.9   0.00I 999.9  100000 
722930 93107  20010630    70.1 23    62.1 23  1012.8 23  9999.9  0    6.3 23    4.2 23   10.1  999.9    82.4*   62.6*  0.00I 999.9  100000 
722930 93107  20010701    72.4 20    63.5 20  1012.3 20  9999.9  0    6.6 20    4.3 18    8.0  999.9    82.0    63.0   0.00I 999.9  100000 
722930 93107  20010702    71.9 23    64.1 23  1010.7 23  9999.9  0    8.4 23    3.4 23    8.0  999.9    84.2*   64.0*  0.00I 999.9  000000 
722930 93107  20010703    74.0 17    66.1 17  1010.4 17  9999.9  0    6.8 17    4.9 17   12.0  999.9    86.0*   62.6*  0.00I 999.9  100000 
722930 93107  20010704    75.7 24    68.1 24  1012.2 24  9999.9  0    7.4 24    4.1 23    8.0  999.9    86.0    63.0   0.00I 999.9  000000 
722930 93107  20010705    74.1 23    68.4 23  1012.9 23  9999.9  0    6.1 23    4.1 20    8.0  999.9    82.9*   66.2*  0.00H 999.9  110000 
722930 93107  20010706    73.8 22    67.6 22  1013.2 22  9999.9  0    5.0 22    4.5 22    8.9  999.9    82.9    69.1  99.99  999.9  110000 
722930 93107  20010707    72.6 24    65.2 24  1015.6 24  9999.9  0    6.9 24    5.1 24   12.0  999.9    82.9    62.1   0.00I 999.9  100000 
722930 93107  20010708    71.1 23    65.0 23  1017.0 23  9999.9  0    6.9 23    7.0 23   11.1  999.9    82.9    62.1   0.00I 999.9  100000 
722930 93107  20010709    69.1 21    64.2 21  1016.8 21  9999.9  0    8.2 21    6.6 21   11.1  999.9    75.9*   64.4* 99.99  999.9  010000 
722930 93107  20010710    68.9 21    61.2 21  1015.7 21  9999.9  0    8.5 21    5.2 21   10.1  999.9    75.9*   64.4*  0.00I 999.9  000000 
722930 93107  20010711    67.5 23    60.8 22  1015.1 23  9999.9  0    7.2 23    6.4 23   11.1   14.0    75.2*   62.6*  0.00I 999.9  000000 
722930 93107  20010712    67.3 23    61.3 23  1015.0 23  9999.9  0    8.4 23    6.4 23   12.0  999.9    75.2*   62.6*  0.00I 999.9  000000 
722930 93107  20010713    68.6 24    63.1 24  1014.5 24  9999.9  0    6.8 24    5.4 24    8.9  999.9    77.0*   60.8*  0.00I 999.9  100000 
722930 93107  20010714    67.5 24    63.3 24  1013.2 24  9999.9  0    5.8 24    3.8 24    8.0  999.9    77.0    61.0   0.00I 999.9  100000 
722930 93107  20010715    66.7 22    60.2 22  1012.0 22  9999.9  0    7.0 22    5.1 22   10.1  999.9    73.9*   62.6*  0.00I 999.9  000000 
722930 93107  20010716    66.5 24    58.2 23  1012.8 24  9999.9  0    7.0 24    4.1 24   10.1  999.9    73.4*   60.8*  0.00I 999.9  000000 
722930 93107  20010717    65.2 24    58.5 24  1014.1 24  9999.9  0   10.3 24    5.3 24   10.1  999.9    75.2*   55.4*  0.00I 999.9  000000 
722930 93107  20010718    67.5 21    61.1 20  1015.0 21  9999.9  0    7.4 21    3.8 21   10.1  999.9    75.9*   62.6*  0.00I 999.9  100000 
722930 93107  20010719    67.4 23    61.3 23  1013.6 23  9999.9  0    6.4 23    4.6 23   10.1  999.9    77.0*   57.9*  0.00I 999.9  100000 
722930 93107  20010720    67.2 23    59.8 23  1013.5 23  9999.9  0    6.6 23    4.3 23   10.1  999.9    77.0    57.9   0.00I 999.9  100000 
722930 93107  20010721    67.2 24    60.3 24  1013.9 24  9999.9  0   15.2 24    3.8 24   10.1  999.9    75.9    60.1   0.00I 999.9  000000 
722930 93107  20010722    67.1 24    60.6 24  1012.9 24  9999.9  0    9.9 24    4.5 21   10.1  999.9    77.0*   57.2*  0.00I 999.9  100000 
722930 93107  20010723    68.4 23    61.3 23  1012.4 23  9999.9  0    7.9 23    5.0 23   10.1  999.9    77.0    61.0   0.00I 999.9  000000 
722930 93107  20010724    66.4 23    58.8 23  1011.9 23  9999.9  0    8.0 23    4.1 23    8.9  999.9    75.2*   60.1*  0.00I 999.9  000000 
722930 93107  20010725    67.7 24    60.2 23  1011.8 24  9999.9  0    8.3 24    4.8 23   10.1  999.9    77.0*   62.6*  0.00I 999.9  000000 
722930 93107  20010726    68.3 24    61.6 24  1011.7 24  9999.9  0    8.0 24    5.8 22   10.1  999.9    78.1*   60.8*  0.00I 999.9  100000 
722930 93107  20010727    71.1 23    63.8 23  1013.0 23  9999.9  0    7.0 23    3.8 22    8.9  999.9    81.0*   64.4*  0.00I 999.9  100000 
722930 93107  20010728    70.2 23    64.3 23  1014.7 23  9999.9  0    6.3 23    4.7 23   10.1  999.9    81.0    64.0   0.00I 999.9  100000 
722930 93107  20010729    69.6 23    63.2 23  1015.7 23  9999.9  0    7.7 23    4.6 22    8.9  999.9    81.0    64.0   0.00I 999.9  100000 
722930 93107  20010730    68.3 23    61.0 23  1014.4 23  9999.9  0    8.1 23    3.8 23   10.1  999.9    75.2*   62.6*  0.00I 999.9  000000 
722930 93107  20010731    67.2 21    60.4 21  1013.3 21  9999.9  0    7.2 21    4.0 21   10.1  999.9    75.0*   60.8*  0.00I 999.9  000000 
722930 93107  20010801    68.0 23    61.4 22  1015.7 23  9999.9  0    8.0 23    4.2 21    8.9  999.9    75.9*   62.6*  0.00I 999.9  000000 
722930 93107  20010802    68.4 24    62.5 24  1017.0 24  9999.9  0    6.8 24    4.6 24    8.9  999.9    77.0*   62.6*  0.00I 999.9  100000 
722930 93107  20010803    69.8 16    63.4 16  1015.5 16  9999.9  0    6.2 16    4.6 16    8.0  999.9    77.0    62.1   0.00I 999.9  100000 
722930 93107  20010804    68.8 13    63.0 13  1013.1 13  9999.9  0    6.2 13    4.9 12    8.0  999.9    78.8*   64.0*  0.00I 999.9  100000 
722930 93107  20010805    70.8 11    63.7 11  1013.8 11  9999.9  0    6.3 11    5.7  9    8.0  999.9    79.0*   62.6*  0.00I 999.9  100000 
722930 93107  20010806    70.9 17    64.8 17  1015.0 17  9999.9  0    6.6 17    4.6 17    8.9  999.9    82.9*   64.0*  0.00I 999.9  100000 
722930 93107  20010807    75.7 14    66.6 14  1013.4 14  9999.9  0    6.0 14    6.2 13   10.1   15.0    82.4*   66.2*  0.00I 999.9  100000 
